Date,Open,High,Low,Close,Volume
01/09/2023,"131.16","132.95","129.28","129.47","26,649,150"
01/06/2023,"128.97","130.33","126.04","130.02","27,584,500"
01/05/2023,"126.13","128.52","124.54","126.94","25,447,100"
01/04/2023,"127.38","129.05","125.85","127.37","32,397,090"
01/03/2023,"122.82","126.37","122.28","124.74","35,528,527"
12/30/2022,"118.16","120.42","117.74","120.34","19,583,830"
12/29/2022,"116.40","121.03","115.77","120.26","22,366,189"
12/28/2022,"116.25","118.15","115.51","115.62","19,612,471"
12/27/2022,"117.93","118.60","116.05","116.88","21,392,311"
12/23/2022,"116.03","118.18","115.54","118.04","17,796,631"
12/22/2022,"117.20","118.62","114.38","117.12","23,618,119"
12/21/2022,"116.70","120.34","115.62","119.76","20,392,801"
12/20/2022,"113.26","117.33","112.46","117.09","28,742,500"
12/19/2022,"116.83","117.80","114.33","114.48","29,769,881"
12/16/2022,"120.23","123.31","118.82","119.43","67,064,000"
12/15/2022,"118.33","118.63","114.01","116.15","34,530,969"
12/14/2022,"119.39","124.14","119.39","121.59","36,922,039"
12/13/2022,"122.13","123.30","118.64","120.15","44,701,047"
12/12/2022,"115.18","115.72","113.14","114.71","24,747,061"
12/09/2022,"115.30","117.54","113.87","115.90","26,033,350"
12/08/2022,"116.39","117.34","114.59","115.33","30,619,420"
12/07/2022,"113.76","115.88","112.88","113.93","29,461,141"
12/06/2022,"119.91","120.55","113.74","114.12","43,689,180"
12/05/2022,"121.75","124.67","121.35","122.43","35,474,879"
12/02/2022,"117.83","124.04","117.61","123.49","39,950,461"
12/01/2022,"119.20","121.20","118.40","120.44","36,551,367"
11/30/2022,"109.51","118.16","109.38","118.10","43,348,559"
11/29/2022,"109.54","110.94","108.54","109.46","23,899,240"
11/28/2022,"110.78","112.04","108.38","108.78","23,332,820"
11/25/2022,"111.30","112.73","111.02","111.41","12,007,570"
11/23/2022,"111.72","112.67","110.73","112.24","21,343,080"
11/22/2022,"109.86","111.62","108.32","111.44","29,028,961"
11/21/2022,"111.52","112.37","109.19","109.86","24,351,070"
11/18/2022,"113.80","114.32","110.62","112.05","33,357,711"
11/17/2022,"110.41","112.33","109.80","111.45","35,093,820"
11/16/2022,"114.50","116.08","112.66","113.23","33,287,770"
11/15/2022,"116.07","118.74","114.41","117.08","50,670,500"
11/14/2022,"110.99","116.27","110.80","114.22","53,394,969"
11/11/2022,"109.23","114.90","108.81","113.02","59,961,738"
11/10/2022,"107.12","112.75","104.61","111.87","80,670,961"
11/09/2022,"101.72","104.90","100.74","101.47","107,677,297"
11/08/2022,"95.92","97.80","94.79","96.47","52,088,320"
11/07/2022,"94.78","96.88","93.10","96.72","81,987,297"
11/04/2022,"90.35","91.39","88.09","90.79","55,638,059"
11/03/2022,"90.08","90.46","88.41","88.91","60,664,008"
11/02/2022,"94.21","95.20","90.48","90.54","71,821,055"
11/01/2022,"94.33","97.49","93.55","95.20","110,189,602"
10/31/2022,"98.22","99.32","92.60","93.16","121,361,398"
10/28/2022,"99.58","100.85","97.51","99.20","95,928,312"
10/27/2022,"97.98","102.50","96.38","97.94","232,316,609"
10/26/2022,"131.68","135.55","128.53","129.82","89,294,680"
10/25/2022,"130.88","138.35","130.59","137.51","38,433,219"
10/24/2022,"127.25","133.48","124.57","129.72","63,563,449"
10/21/2022,"126.31","130.12","125.44","130.01","46,348,648"
10/20/2022,"132.93","136.77","131.31","131.53","26,356,279"
10/19/2022,"132.89","137.00","132.22","133.23","30,691,051"
10/18/2022,"137.09","137.84","131.40","132.80","25,444,980"
10/17/2022,"130.30","134.79","130.18","134.04","29,612,250"
10/14/2022,"131.00","131.79","126.52","126.76","23,559,410"
10/13/2022,"123.53","131.14","122.53","130.29","34,325,719"
10/12/2022,"128.32","129.67","126.25","127.50","34,605,246"
10/11/2022,"131.62","132.66","126.99","128.54","38,481,398"
10/10/2022,"133.55","136.11","131.87","133.79","24,023,980"
10/07/2022,"136.76","138.29","132.44","133.45","33,214,770"
10/06/2022,"137.72","141.45","136.60","139.07","36,231,059"
10/05/2022,"138.24","140.21","134.78","138.98","27,979,350"
10/04/2022,"140.49","142.39","139.34","140.28","34,670,727"
10/03/2022,"137.14","139.62","136.10","138.61","27,723,061"
09/30/2022,"136.05","140.99","135.50","135.68","33,166,391"
09/29/2022,"139.36","139.84","135.20","136.41","38,985,406"
09/28/2022,"134.62","142.03","134.27","141.61","32,658,480"
09/27/2022,"137.92","139.42","134.12","134.40","30,826,471"
09/26/2022,"140.12","142.24","136.19","136.37","30,497,020"
09/23/2022,"141.42","142.62","138.89","140.41","31,710,689"
09/22/2022,"141.55","144.58","140.87","142.82","34,418,520"
